"Position","NA.","NA..1","NA..2","NA..3","NA..4","NA..5","Fall.2013","NA..6","NA..7","NA..8","NA..9","NA..10","Spring1","NA..11","Spring2","NA..12","NA..13","NA..14","NA..15","NA..16","NA..17","NA..18","NA..19"
"M","4","31","0",NA,"861","830","1","3","2","5","1.7","41774","1",NA,"41782","1","4","3","4","2",NA,NA,NA
"L","5","61","0",NA,"947","831","1","1","1","6","1.1","41775","1",NA,"41780","1","2","2","7","2.2",NA,NA,NA
"A","3","81","0",NA,"1011","834","1","1","2","5","1.7",NA,"1",NA,"41779","1","3","4","5","2.4",NA,NA,NA
"A","3","83","0",NA,"1012","836","1","2","1","3","1.5",NA,"0","dry","41779","0",NA,NA,NA,NA,NA,NA,NA
"A","3","21","0",NA,"999","837","1","3","2","5","2",NA,"1",NA,"41779","1","3","4","4","2.3",NA,NA,NA
"A","3","91","0",NA,"1013","838","1","3","2","5","1.3",NA,"0","dry","41779","0",NA,NA,NA,NA,NA,NA,NA
"A","3","93","0",NA,"1014","839","1","4","2","6","1.7",NA,"1","dry","41779","1","4","2","5","2.1",NA,NA,NA
"B","1","1","0",NA,"1015","842","1","3","3","5","2.1","41772","1",NA,"41778","1","4","5","6","2.4",NA,NA,NA
"B","1","3","0",NA,"1016","843","1","2","2","4","1.9","41772","1",NA,"41778","1","4","4","5","2.4",NA,NA,NA
"B","1","11","0",NA,"1017","844","1","3","2","3","2.2","41772","1",NA,"41778","1","3","3","4","2.5",NA,NA,NA
"B","1","13","0",NA,"1018","845","1","3","2","4","2.1","41772","1",NA,"41778","1","4","4","7","2.7",NA,NA,NA
"B","1","21","0",NA,"1019","846","1","3","3","4","2.8","41772","1",NA,"41778","1","6","4","5","2",NA,NA,NA
"B","1","23","0",NA,"1020","847","1","2","2","3","1","41772","1",NA,"41778","3",NA,NA,NA,NA,NA,"sheep ripped off tag and browsed leaves","1"
"B","1","31","0",NA,"1021","848","1","3","2","5","1.8","41772","1",NA,"41778","1","3","3","9","3",NA,NA,NA
"B","1","33","0",NA,"1022","849","1","2","3","5","1.3","41772","1",NA,"41778","1","3","4","5","2.1",NA,NA,NA
"B","1","41","0",NA,"1023","850","1","1","1","4","1","41772","3",NA,"41778","3",NA,NA,NA,NA,NA,"no lvs. ",NA
"B","1","43","0",NA,"1024","851","1","2","2","5","2.1","41772","1",NA,"41778","1","3","3","6","2.4",NA,NA,NA
"B","1","53","0",NA,"1025","852","1","3","2","6","2.6","41772","1",NA,"41778","1","5","5","6","2.2",NA,"multiple stems; y x change",NA
"B","1","54","0",NA,"1026","853","1","2","2","4","2.5","41772","3","dry gray","41778","3",NA,NA,NA,NA,NA,"y, x change",NA
"B","1","61","0",NA,"1027","854","1","2","1","3","0.7","41772","1",NA,"41778","1","2","3","4","1.8",NA,NA,NA
"B","1","63","0",NA,"1028","855","1","4","3","6","2","41772","1",NA,"41778","1","5","2","8","2.3",NA,NA,NA
"B","1","71","0",NA,"1029","856","1","2","1","5","1","41772","1",NA,"41778","1","3","3","6","1.7",NA,NA,NA
"B","1","73","0",NA,"1030","857","1","2","2","5","1.8","41772","1",NA,"41778","1","3","4","6","2.1",NA,NA,NA
"B","1","81","0",NA,"1031","858","1","3","2","5","1.4","41772","0","dark crispy dry no lvs","41778","0",NA,NA,NA,NA,NA,NA,NA
"B","1","83","0",NA,"1032","859","1","2","2","3","1","41772","1",NA,"41778","1","4","3","4","2",NA,NA,NA
"B","1","91","0",NA,"1033","860","1","3","2","5","1.8","41772","1",NA,"41778","1","5","4","5","3.1",NA,NA,NA
"B","1","93","0",NA,"1034","861","1","2","1","3","1.6","41772","1",NA,"41778","1","3","3","4","2.1",NA,NA,NA
"K","3","1","0",NA,"1035","862","1","2","2","8","1.8","41773","0","dry gray","41779","0",NA,NA,NA,NA,NA,NA,NA
"K","3","3","0",NA,"1036","863","1","4","3","6","2.5","41773","1",NA,"41779","1","5","4","5","3",NA,NA,NA
"K","3","11","0",NA,"1037","864","1","1","3","9","0.9","41773","1",NA,"41779","1","3","3","4","2.2",NA,NA,NA
"K","3","13","0",NA,"1038","865","1","3","2","5","1.9","41773","1",NA,"41779","1","2","2","4","2",NA,NA,NA
"K","3","21","0",NA,"1039","866","1","2","2","5","2.5","41773","0","dry gray","41779","3",NA,NA,NA,NA,NA,"dry gray ",NA
"K","3","23","0",NA,"1040","867","1","2","3","5","1.9","41773","1",NA,"41779","1","4","4","6","3.1",NA,NA,NA
"K","3","31","0",NA,"1041","868","1","3","2","4","2","41773","1",NA,"41779","1","3","3","7","1.8",NA,NA,NA
"K","3","33","0",NA,"1042","871","1","2","4","1","1.5","41773","1",NA,"41779","1","4","3","4","2.2",NA,NA,NA
"K","3","41","0",NA,"1043","872","1","3","2","4","2.9","41773","1",NA,"41779","1","5","3","6","3.7",NA,NA,NA
"K","3","43","0",NA,"1044","873","1","2","4","1","1","41773","1",NA,"41779","1","4","3","5","1.9",NA,NA,NA
"K","3","53","0",NA,"1045","874","1","2","1","3","0.7","41773","1",NA,"41779","1","2","2","6","1.7",NA,NA,NA
"K","3","54","0",NA,"1046","875","1","3","3","5","2.9","41773","1",NA,"41779","1","5","4","5","3",NA,NA,NA
"K","3","61","0",NA,"1047","876","1","3","4","4","2.1","41773","1",NA,"41779","1","5","4","6","2.6",NA,NA,NA
"K","3","63","0",NA,"1048","877","1","1","2","4","1.6","41773","1",NA,"41779","1","2","2","5","2",NA,NA,NA
"K","3","71","0",NA,"1049","878","1","1","2","4","1","41773","0","dry gray","41779","3",NA,NA,NA,NA,NA,"probably dead",NA
"K","3","73","0",NA,"1050","879","1","4","2","5","1.7","41773","1",NA,"41779","1","6","5","6","3.8",NA,NA,NA
"K","3","81","0",NA,"1051","880","1","2","1","4","1.5","41773","0","dry gray","41779","3",NA,NA,NA,NA,NA,"probably dead",NA
"K","3","83","0",NA,"1052","881","1","3","4","6","2","41773","1",NA,"41779","1","4","4","6","2.9",NA,NA,NA
"K","3","91","0",NA,"1053","882","1","4","1","3","3.2","41773","1",NA,"41779","1","5","2","4","2.7",NA,"looks unhealthy ",NA
"K","3","93","0",NA,"1054","883","1","1","2","2","1.5","41773","1","healthy! ","41779","1","5","4","4","3",NA,NA,NA
